,Make,Model,Sale Price,Resell Price,Top Speed,0-60 Time,Country,City,Color,Buyer Gender,Buyer Age
4781,Toyota,Yaris,13428.2,15188.38,136.9,3.6,China,Hongyanxi,Green,Female,50
4782,Oldsmobile,Bravada,35091.63,9144.79,165.0,7.7,China,Xiaoling,Goldenrod,Male,46
4783,Pontiac,Bonneville,90606.57,13862.68,157.8,12.8,Sweden,Kista,Puce,Female,58
4784,Dodge,Caravan,98496.04,34635.4,214.0,3.7,China,Changping,Purple,Female,34
4785,Honda,Prelude,46611.67,39260.66,177.5,13.1,Indonesia,Cikendi,Turquoise,Female,47
4786,Mercury,Grand Marquis,65480.16,24985.35,209.2,3.9,China,Wufeng,Maroon,Male,66
4787,Mazda,RX-7,12833.74,15563.33,205.7,10.3,Sweden,Boden,Maroon,Female,26
4788,Kia,Sorento,46678.34,49055.02,187.0,9.9,Guinea,Mandiana,Fuscia,Female,72
4789,Nissan,Sentra,59222.86,28236.33,125.4,14.1,Bosnia and Herzegovina,Tešanj,Goldenrod,Female,31
4790,GMC,Savana 3500,80694.49,2062.61,124.5,9.2,France,Forbach,Purple,Male,35
4791,Mitsubishi,Chariot,76490.73,48606.96,183.3,7.8,Czech Republic,Opatovice nad Labem,Khaki,Female,74
4792,Ford,Focus,71478.3,5189.95,123.7,3.4,China,Shanling,Yellow,Male,60
4793,Land Rover,Range Rover,83115.1,32953.41,146.3,5.7,Pakistan,Thāru Shāh,Teal,Female,49
4794,Mazda,Familia,73831.65,34848.55,218.5,13.0,Ukraine,Rakhiv,Teal,Female,30
4795,Mercedes-Benz,E-Class,26400.66,38174.52,121.3,5.5,Peru,Caballococha,Mauv,Female,22
4796,Volkswagen,Eos,37826.98,10151.1,236.4,9.9,China,Taizi,Purple,Female,54
4797,Subaru,Justy,44381.98,14733.82,192.7,9.5,Indonesia,Wewit,Puce,Male,49
4798,Audi,A6,18163.84,40511.33,237.7,3.4,Slovenia,Idrija,Blue,Female,56
4799,Ford,Country,47265.99,9787.38,155.5,5.6,Mexico,El Calvario,Aquamarine,Female,62
4800,Mitsubishi,Mirage,87227.76,45280.06,122.7,6.3,China,Daminggong,Blue,Female,40
4801,Dodge,Neon,60451.05,44541.29,135.3,3.7,China,Dadong’ao,Khaki,Male,29
4802,Ford,Five Hundred,49089.54,40993.3,155.8,6.3,Mongolia,Hutag,Mauv,Female,26
4803,Audi,S6,61097.35,15974.66,196.6,9.0,China,Xinyu,Blue,Female,39
4804,Mercedes-Benz,E-Class,75714.9,33688.92,244.3,7.8,United States,Akron,Fuscia,Male,66
4805,Chevrolet,Avalanche 1500,85993.74,12151.33,218.2,14.4,Russia,Darovskoy,Crimson,Male,51
4806,Chevrolet,Silverado 2500,62849.81,5794.53,197.3,14.5,Philippines,Madrid,Pink,Male,66
4807,GMC,Suburban 1500,32860.88,21726.52,239.3,8.4,China,Youhao,Mauv,Male,57
4808,GMC,Yukon XL 1500,73017.56,19246.66,241.0,5.7,Ukraine,Marhanets’,Teal,Female,72
4809,Honda,Civic,85942.85,46366.54,169.5,3.4,Sweden,Uddevalla,Teal,Female,48
4810,Mazda,RX-8,73935.78,39774.77,125.0,5.3,China,Shangyuan,Crimson,Female,46
4811,Mazda,RX-7,22134.38,43923.26,175.2,11.7,Indonesia,"Laikit, Laikit II (Dimembe)",Puce,Male,31
4812,Volkswagen,GTI,31881.93,33665.22,145.9,2.8,Azerbaijan,Digah,Puce,Male,20
4813,Dodge,Nitro,59903.9,40543.34,200.9,13.0,China,Wuyang,Indigo,Male,37
4814,Porsche,911,62489.92,23859.46,230.5,8.0,Croatia,Marinići,Orange,Male,33
4815,Toyota,Solara,43005.88,34361.37,183.3,14.6,Japan,Iwamizawa,Mauv,Female,58
4816,Chevrolet,Tracker,99125.9,18084.74,193.2,3.6,Ivory Coast,Boundiali,Indigo,Male,68
4817,GMC,Savana 3500,63296.32,6419.33,199.2,3.2,Thailand,Kantharalak,Mauv,Female,66
4818,Toyota,Celica,84688.79,45673.48,243.1,14.0,China,Jingzhou,Turquoise,Female,64
4819,Ford,Fairlane,52658.61,43157.41,145.2,2.3,Japan,Tendō,Purple,Male,39
4820,Audi,S6,37694.43,4722.51,154.9,13.5,Armenia,Mets Parni,Aquamarine,Male,57
4821,Volvo,V70,87452.52,28504.23,220.7,5.1,China,Xicheng,Red,Male,69
4822,Lexus,LS,23005.96,38721.65,136.5,10.0,Finland,Viitasaari,Puce,Male,62
4823,Toyota,Camry,10215.68,15584.07,208.4,8.3,Russia,Blagoveshchensk,Maroon,Female,26
4824,Mazda,Familia,69282.12,37872.6,248.0,7.2,Kosovo,Prizren,Yellow,Male,72
4825,Cadillac,Catera,61465.64,12731.77,182.5,13.7,Indonesia,Onan Ganjang Satu,Orange,Female,52
4826,Chevrolet,Corvette,44871.18,6156.27,242.4,2.6,Thailand,Rat Burana,Turquoise,Female,32
4827,Oldsmobile,Regency,13735.0,46352.08,144.5,3.4,Russia,Sarov,Goldenrod,Female,26
4828,Oldsmobile,LSS,57946.69,17110.17,122.8,4.9,Sweden,Stockholm,Fuscia,Female,65
4829,Chrysler,Town & Country,35842.91,16366.26,228.4,8.7,Brazil,São Domingos do Maranhão,Mauv,Male,28
4830,Mercedes-Benz,SL-Class,61304.09,23528.34,204.3,12.1,China,Sanying,Goldenrod,Male,46
4831,Pontiac,Grand Prix,34722.39,11733.82,207.0,10.3,Brazil,Orleans,Turquoise,Female,30
4832,Dodge,Grand Caravan,15379.93,49154.6,226.6,3.4,Brazil,Presidente Médici,Maroon,Female,57
4833,Chevrolet,Suburban 2500,20677.14,25594.87,203.7,10.1,China,Hongmen,Blue,Female,43
4834,Chevrolet,Suburban 2500,59565.08,11637.03,236.7,11.5,Brazil,Álvares Machado,Yellow,Male,58
4835,Suzuki,Grand Vitara,59326.01,12226.69,142.5,4.5,Philippines,McKinley,Green,Male,55
4836,Mitsubishi,Mirage,53276.68,40594.71,202.6,4.5,Indonesia,Rowokangkung,Turquoise,Male,60
4837,Dodge,Ram 2500,10888.57,17505.0,172.0,5.8,France,Bordeaux,Blue,Female,59
4838,Porsche,911,28084.8,19770.02,139.7,4.4,Russia,Poykovskiy,Yellow,Female,65
4839,Pontiac,G8,84585.65,7105.64,137.7,10.6,Bosnia and Herzegovina,Stupari,Orange,Male,26
4840,Chevrolet,Lumina,39872.89,2306.78,213.7,13.3,China,Heimahe,Indigo,Male,27
4841,BMW,530,49880.65,28846.37,162.7,2.0,Ireland,Ballymun,Teal,Female,37
4842,Chevrolet,Camaro,74299.67,22144.76,143.3,8.7,China,Hongyanxi,Indigo,Female,58
4843,Mercury,Cougar,60418.85,41169.86,128.8,4.3,Brazil,Cícero Dantas,Khaki,Male,55
4844,Toyota,Yaris,92200.05,18774.46,212.7,8.9,China,Yongning,Fuscia,Female,39
4845,Pontiac,Trans Sport,57416.8,7625.15,183.1,9.7,Poland,Kamieniec Wrocławski,Teal,Male,70
4846,Chevrolet,Aveo,79939.44,48194.89,233.8,13.3,Poland,Herby,Violet,Female,41
4847,Dodge,Avenger,47775.67,36003.36,217.0,6.3,Indonesia,Kebon,Maroon,Female,68
4848,Mitsubishi,Eclipse,67093.55,25019.71,168.9,9.4,Indonesia,Meukek,Teal,Female,75
4849,Volvo,S70,21327.59,5389.37,239.4,4.0,Indonesia,Sebewe,Violet,Male,59
4850,Dodge,Ram 2500,88095.8,41959.81,124.9,8.0,China,Shigu,Khaki,Male,64
4851,Ford,Contour,92674.75,46565.52,201.2,10.8,Ukraine,Dobropillya,Khaki,Female,65
4852,Kia,Sorento,39266.73,35279.06,165.6,9.8,Czech Republic,Višňova,Puce,Female,72
4853,Mercedes-Benz,M-Class,55940.8,29211.66,182.2,10.0,Finland,Ylöjärvi,Indigo,Male,70
4854,Nissan,GT-R,58362.96,15636.48,168.0,8.7,Moldova,Edineţ,Red,Male,73
4855,Dodge,Spirit,54207.86,29319.76,192.0,14.6,Italy,Messina,Yellow,Female,24
4856,Subaru,Outback,70298.9,25819.29,156.7,11.6,Russia,Muchkapskiy,Indigo,Female,31
4857,Dodge,Journey,45645.37,2686.2,217.1,3.8,Peru,Querocotillo,Teal,Male,37
4858,Chevrolet,Silverado 2500,84650.47,30420.76,245.8,4.6,Netherlands,Zwolle,Teal,Male,31
4859,Mercedes-Benz,S-Class,54758.44,35662.2,165.6,14.8,Colombia,Socorro,Purple,Male,32
4860,Lincoln,Navigator,68462.97,24670.83,235.3,12.5,Indonesia,Cibungur,Indigo,Female,42
4861,Jeep,Liberty,36021.12,43118.73,130.0,7.6,Philippines,Lagayan,Maroon,Female,64
4862,BMW,Z4,25569.97,30474.87,162.3,8.4,China,Duancun,Purple,Female,66
4863,Acura,RL,18744.82,2139.11,183.0,11.2,South Africa,Thulamahashi,Yellow,Female,48
4864,Dodge,Ram 1500,39351.71,36668.03,171.9,13.7,China,Xiakou,Turquoise,Male,53
4865,Subaru,Legacy,30261.55,31638.69,249.7,14.8,United States,Kissimmee,Khaki,Male,45
4866,GMC,Yukon,15719.8,48267.19,179.4,14.1,Serbia,Rekovac,Fuscia,Male,23
4867,Suzuki,Vitara,89949.47,38198.39,159.9,3.1,Norway,Kristiansand S,Turquoise,Female,60
4868,Mercedes-Benz,S-Class,27490.41,40799.14,227.0,12.5,Kosovo,Nishor,Pink,Male,52
4869,BMW,5 Series,60419.82,13580.04,151.8,2.6,Russia,Tomilino,Crimson,Female,36
4870,BMW,X3,71640.67,30861.34,227.5,4.3,Bangladesh,Khagrachhari,Mauv,Female,60
4871,Bentley,Continental,56362.04,26854.21,190.2,2.3,China,Shangtang,Crimson,Female,42
4872,Mazda,Mazda6,63053.21,5142.03,166.5,12.3,Afghanistan,Bāgh-e Maīdān,Blue,Female,71
4873,Buick,Verano,99359.08,21254.21,245.2,14.3,Albania,Rrasa e Sipërme,Mauv,Male,70
4874,Jaguar,XK Series,55451.76,29490.0,176.8,2.7,China,Tongzi,Goldenrod,Female,70
4875,Infiniti,Q,39371.05,28344.45,244.5,12.8,Morocco,Talzemt,Crimson,Male,32
4876,Nissan,300ZX,19882.18,34443.2,131.0,2.6,China,Xinshi,Goldenrod,Female,72
4877,Mercedes-Benz,S-Class,50530.77,27751.75,248.9,6.0,Costa Rica,Pital,Violet,Female,60
4878,Hyundai,Sonata,24916.51,34463.06,237.0,9.0,Uruguay,Paso de Carrasco,Purple,Female,20
4879,Dodge,Intrepid,52522.2,2716.16,184.9,13.4,Portugal,Carvoeira,Blue,Female,64
4880,Aston Martin,DB9,11580.72,46154.66,193.5,5.0,Philippines,Guintubhan,Puce,Female,56
4881,Chevrolet,Lumina,76947.88,21177.96,151.7,12.8,Poland,Wapno,Violet,Male,70
4882,Chevrolet,Malibu,96346.11,43473.12,143.0,4.6,China,Lukou,Purple,Male,29
4883,Cadillac,DTS,16312.02,15611.99,162.7,5.7,Syria,Ar Raqqah,Green,Male,53
4884,Chevrolet,Colorado,45836.33,48058.53,222.2,6.7,Indonesia,Deranitan,Blue,Female,23
4885,Dodge,Charger,66624.0,24816.68,135.2,3.0,Brazil,Florestópolis,Blue,Male,53
4886,Pontiac,Gemini,28520.02,18938.95,247.4,12.2,Brazil,Bom Jesus do Itabapoana,Maroon,Male,50
4887,Dodge,Caravan,49393.32,12892.21,141.3,14.0,Poland,Gierałtowice,Maroon,Female,60
4888,Plymouth,Voyager,22132.04,49541.97,185.7,10.1,China,Jingyang,Maroon,Female,68
4889,BMW,600,85620.91,9967.76,138.1,4.1,Malaysia,Petaling Jaya,Turquoise,Female,26
4890,Mercury,Grand Marquis,54903.78,25601.75,217.5,13.6,Angola,Mbanza Congo,Violet,Male,33
4891,Saturn,S-Series,17430.89,11903.03,185.4,5.1,Brazil,Carangola,Violet,Male,71
4892,Jaguar,S-Type,32203.84,42873.87,152.1,3.9,Indonesia,Angan,Purple,Male,66
4893,Volkswagen,New Beetle,23284.73,10196.05,184.6,9.1,Sweden,Vikbolandet,Maroon,Male,33
4894,Mitsubishi,Galant,34793.5,14408.26,187.5,2.8,Guatemala,Santiago Atitlán,Blue,Female,69
4895,Subaru,SVX,28729.39,27841.99,247.2,14.1,Philippines,Esperanza,Orange,Male,38
4896,GMC,Canyon,41873.72,23869.62,162.2,3.2,Finland,Ilmajoki,Indigo,Male,63
4897,Plymouth,Acclaim,80113.02,28515.21,170.0,5.9,France,Lyon,Turquoise,Female,37
4898,Chrysler,Voyager,97032.15,36014.78,170.8,4.6,Panama,El Caño,Turquoise,Female,54
4899,Honda,CR-V,28804.02,19411.78,244.8,12.5,Russia,Glyadyanskoye,Orange,Female,22
4900,Nissan,Frontier,71962.69,27677.15,242.5,8.4,Portugal,Braga,Maroon,Female,72
4901,Mitsubishi,Galant,24109.2,15778.83,216.3,3.2,Ethiopia,Debre Zeyit,Aquamarine,Male,33
4902,Dodge,Caravan,39181.4,30450.65,130.2,10.9,China,Wenshao,Purple,Female,41
4903,Dodge,Ram 1500,73676.87,45992.59,227.7,2.7,Philippines,Tubli,Crimson,Female,35
4904,Volvo,V70,89237.58,9085.91,179.9,6.8,China,Guogan,Goldenrod,Male,71
4905,Mazda,B-Series Plus,79541.54,5286.16,193.4,9.5,China,Xiashe,Khaki,Female,34
4906,Infiniti,Q,41118.72,39743.9,235.9,7.0,Indonesia,Sekartaji,Aquamarine,Female,39
4907,Mercedes-Benz,400SE,90598.75,49468.6,164.1,9.3,Philippines,Malamig,Orange,Female,44
4908,Pontiac,G8,84592.7,2263.76,124.1,11.5,Indonesia,Muke,Crimson,Female,41
4909,Subaru,Tribeca,30179.32,22533.94,165.2,7.5,China,Longtang,Goldenrod,Male,22
4910,Dodge,Dakota,53891.09,31940.73,138.4,8.4,Yemen,Radā‘,Teal,Female,41
4911,Volkswagen,Jetta,61416.49,47409.26,232.8,2.2,Russia,Furmanov,Indigo,Female,73
4912,Isuzu,Trooper,48812.56,25452.26,124.2,9.9,China,Hangbu,Aquamarine,Male,44
4913,Audi,RS 4,69513.14,29078.09,160.2,14.7,China,Moluo,Khaki,Female,25
4914,Mercedes-Benz,400SEL,85441.8,37133.55,222.8,13.0,Czech Republic,Zaječov,Teal,Male,56
4915,Ford,Tempo,81050.36,44067.17,123.1,12.3,China,Tianxin,Turquoise,Female,40
4916,Lexus,GS,67309.98,20818.54,215.2,8.3,Germany,Kiel,Pink,Male,26
4917,GMC,Yukon,94463.32,20598.9,159.4,10.5,China,Taixi,Turquoise,Female,67
4918,Ford,Bronco,12301.54,12735.33,187.8,10.8,Peru,La Huaca,Puce,Male,21
4919,Chevrolet,Malibu,30767.43,38684.91,212.9,5.8,Portugal,Peras Ruivas,Red,Female,33
4920,Mazda,Mazdaspeed 3,38102.92,5708.46,135.9,9.2,Philippines,Pandan,Blue,Female,60
4921,Ford,Crown Victoria,26207.48,30295.41,141.6,4.4,United States,San Diego,Fuscia,Female,20
4922,Buick,Regal,84500.2,38034.34,238.7,6.4,China,Xiatuanpu,Green,Male,42
4923,Porsche,911,22809.78,35649.67,203.5,11.2,China,Hengqu,Green,Male,61
4924,Infiniti,FX,36478.32,18410.67,232.8,7.9,Czech Republic,Nový Knín,Goldenrod,Male,21
4925,Saab,9-7X,26583.03,23824.57,173.1,13.3,Colombia,Mahates,Crimson,Male,65
4926,Ford,Crown Victoria,93311.66,16080.92,161.9,5.3,China,Tashang,Teal,Male,59
4927,BMW,X6,52381.23,33660.56,145.7,12.9,Sri Lanka,Sri Jayewardenepura Kotte,Pink,Male,62
4928,Infiniti,G,21749.2,37767.77,144.0,7.2,China,Datong,Green,Male,67
4929,Chevrolet,Cobalt,42313.87,15503.61,194.7,8.1,Russia,Zheleznogorsk,Turquoise,Male,59
4930,Mercury,Milan,87477.83,23721.1,174.0,14.4,Russia,Glinka,Aquamarine,Male,43
4931,Geo,Tracker,30954.06,12025.11,121.8,12.5,Vietnam,Trảng Bom,Orange,Female,34
4932,Dodge,Ram 1500 Club,74515.48,11090.65,241.3,10.3,Vietnam,Doug An,Mauv,Female,33
4933,GMC,Savana 1500,80084.82,2005.44,158.7,9.0,Poland,Śródmieście,Blue,Female,34
4934,Chrysler,Imperial,52174.6,4680.94,152.7,10.7,Central African Republic,Alindao,Indigo,Female,43
4935,Nissan,300ZX,43937.42,49011.09,174.4,12.8,Venezuela,San Francisco de Yare,Pink,Female,55
4936,Toyota,Camry,93214.03,9128.59,203.6,12.8,Peru,Chambara,Fuscia,Male,57
4937,Chevrolet,Cavalier,82048.58,37057.84,149.5,5.8,Russia,Inta,Orange,Female,33
4938,Ram,1500,41270.06,37531.04,145.2,7.9,Czech Republic,Řečany nad Labem,Green,Female,61
4939,Audi,A8,19039.93,44553.88,216.0,12.7,Czech Republic,Hodkovice nad Mohelkou,Violet,Female,42
4940,Dodge,Avenger,19124.5,15759.75,208.1,13.6,Mauritius,Triolet,Red,Male,57
4941,Mazda,Familia,58182.26,27457.72,235.0,10.3,Ukraine,Balaklava,Green,Male,24
4942,Ford,Bronco II,15907.05,32029.19,178.1,10.3,Brazil,Capivari,Violet,Female,20
4943,Kia,Spectra,55512.38,17431.15,221.2,4.9,Indonesia,Pondokunyur,Violet,Male,42
4944,Toyota,Avalon,10669.6,23214.83,249.4,11.8,Indonesia,Pasiragung,Green,Female,22
4945,Mercedes-Benz,C-Class,37965.18,30803.16,167.5,10.5,Russia,Volgorechensk,Pink,Female,53
4946,Mercedes-Benz,E-Class,49387.5,40688.19,174.9,5.8,China,Derbur,Teal,Female,40
4947,Mazda,Millenia,88540.1,28657.37,245.4,7.9,Indonesia,Sarkanjut,Turquoise,Male,37
4948,BMW,325,44249.68,17825.49,165.8,12.4,Cuba,Bartolomé Masó,Green,Female,62
4949,Hyundai,Accent,88454.07,31149.66,160.3,12.9,Thailand,Wiphawadi,Yellow,Female,60
4950,Oldsmobile,Bravada,26852.36,29958.85,187.8,14.6,South Africa,Knysna,Teal,Female,47
4951,GMC,Sierra 2500,85999.73,45402.86,165.5,3.3,Indonesia,Kalkal Barat,Khaki,Female,56
4952,Subaru,Baja,13850.73,41007.72,147.2,2.7,Finland,Viitasaari,Aquamarine,Female,25
4953,GMC,Sierra,82107.45,11347.34,161.1,11.8,Czech Republic,Loučeň,Crimson,Male,75
4954,Mercury,Grand Marquis,62639.47,29178.95,180.6,11.6,Albania,Sult,Orange,Male,39
4955,Mercedes-Benz,Sprinter,79967.89,19645.1,238.6,9.1,Philippines,Molugan,Aquamarine,Female,54
4956,Chevrolet,Suburban 2500,57902.84,49297.46,154.9,9.0,Serbia,Orlovat,Purple,Female,41
4957,Cadillac,Eldorado,31351.87,5454.08,217.0,6.1,Indonesia,Dumandesa,Puce,Female,39
4958,Volkswagen,Corrado,55178.97,8388.76,220.9,10.2,Poland,Klenica,Purple,Female,24
4959,Dodge,Ram 2500,55931.91,29702.23,237.4,11.7,Madagascar,Ambalavao,Crimson,Female,43
4960,Dodge,Ram Van 3500,61715.1,17204.37,228.5,3.8,Poland,Mirocin,Goldenrod,Male,42
4961,Toyota,Camry Hybrid,92382.97,24225.07,184.7,13.9,South Korea,Miryang,Red,Female,46
4962,Infiniti,G35,69721.2,9288.08,186.4,7.4,Russia,Chernigovka,Green,Female,44
4963,Toyota,Highlander,89879.56,5572.06,137.3,5.9,Philippines,Jasaan,Mauv,Female,24
4964,Hummer,H2,18260.63,20832.57,176.5,8.8,China,Yanggan,Yellow,Male,23
4965,Pontiac,Grand Prix,64229.73,27269.22,181.5,3.3,China,Dongdu,Purple,Female,61
4966,Chevrolet,Corvette,18374.04,22718.31,167.4,10.1,Indonesia,Cikajang,Goldenrod,Male,33
4967,Subaru,Leone,16202.08,29137.61,207.5,3.7,Ukraine,Balaklava,Aquamarine,Female,23
4968,Dodge,Dakota,25868.26,49046.93,166.4,4.0,Tunisia,Nabeul,Indigo,Male,61
4969,Honda,Civic Si,83230.13,35811.98,132.9,8.8,Russia,Novyye Cherëmushki,Green,Female,74
4970,BMW,6 Series,81395.79,19442.83,144.8,8.6,Poland,Rajsko,Turquoise,Male,60
4971,Cadillac,STS-V,51590.96,18625.49,169.0,5.7,Ukraine,Kompaniyivka,Orange,Male,35
4972,Volvo,940,42767.38,14528.98,231.1,3.2,United States,Baton Rouge,Fuscia,Male,62
4973,Jaguar,XK Series,99599.61,45626.05,195.0,11.2,Portugal,Mértola,Violet,Male,44
4974,Chevrolet,S10,91064.86,38643.87,235.9,10.3,Japan,Abiko,Turquoise,Female,75
4975,Ford,E250,80991.78,21058.9,197.0,3.3,Colombia,Morales,Violet,Female,23
4976,Mitsubishi,Galant,60102.09,18346.83,132.8,5.6,Mozambique,Chokwé,Aquamarine,Female,46
4977,Lincoln,Navigator,50679.8,42258.96,189.9,11.5,Jordan,Amman,Mauv,Female,59
4978,BMW,M3,27186.44,17528.41,209.6,7.6,Albania,Miras,Crimson,Male,27
4979,Toyota,Land Cruiser,89105.55,25718.96,149.3,8.3,Macedonia,Могила,Violet,Male,66
4980,Honda,Accord,70943.0,18083.03,211.5,4.1,Brazil,São Luís de Montes Belos,Aquamarine,Female,66
4981,GMC,2500,25320.67,12840.56,249.3,12.2,China,Xiabeisi,Purple,Male,73
4982,Mitsubishi,Eclipse,91680.28,34978.73,193.1,11.4,Czech Republic,Chabařovice,Mauv,Female,47
4983,Audi,Q5,78985.67,12054.29,213.5,6.8,Russia,Yakovlevo,Puce,Female,73
4984,Mazda,MX-5,51996.53,8158.97,224.2,11.4,Argentina,Salto,Khaki,Female,48
4985,Toyota,Tacoma,10941.95,19616.48,124.6,6.8,Canada,Mascouche,Pink,Female,42
4986,Dodge,Ram Van 1500,73892.0,18157.14,157.4,5.1,Brazil,Cachoeiro de Itapemirim,Fuscia,Male,39
4987,Mitsubishi,Eclipse,90300.17,9141.29,155.0,2.9,Philippines,Tungawan,Khaki,Male,67
4988,BMW,X6,65174.16,40801.27,144.6,4.2,Panama,Los Algarrobos,Khaki,Male,29
4989,Mercedes-Benz,SL-Class,67581.19,3553.05,209.5,12.8,Brazil,Murici,Blue,Female,41
4990,Chevrolet,Colorado,24201.87,26753.6,171.4,8.4,Russia,Voznesenskaya,Red,Male,38
4991,Nissan,350Z,58698.96,30184.41,135.4,5.8,France,Auray,Indigo,Male,37
4992,Ford,Crown Victoria,56066.94,25557.31,131.0,12.8,Japan,Nago,Turquoise,Male,35
4993,Dodge,Grand Caravan,67254.72,42809.58,191.7,8.3,China,Baoxing,Maroon,Male,51
4994,Dodge,Shadow,68142.45,31987.03,243.1,5.7,Mexico,Santa Fe,Yellow,Female,38
4995,Jeep,Wrangler,57902.43,31978.52,224.8,3.9,Morocco,Had Kourt,Goldenrod,Female,23
4996,Subaru,Outback,57009.68,6512.23,201.6,12.4,China,Huili,Maroon,Male,62
4997,Isuzu,Oasis,71653.19,9622.64,129.9,2.5,China,Shuishi,Turquoise,Male,49
4998,Infiniti,G,70924.82,13065.96,187.7,9.8,Hungary,Budapest,Mauv,Male,51
4999,Chevrolet,Suburban 2500,90407.26,40998.62,197.9,2.5,Indonesia,Liliba,Crimson,Female,59
5000,Mitsubishi,Precis,51744.01,17450.08,152.3,10.9,China,Shuangxing,Fuscia,Male,32
5001,Mercedes-Benz,E-Class,60654.6,43694.28,179.0,5.6,France,Grenoble,Violet,Female,43
5002,Plymouth,Breeze,68702.62,19594.64,225.0,10.3,Ukraine,Khust,Indigo,Male,34
5003,Chevrolet,Avalanche,71175.68,2185.58,249.8,10.1,China,Changbai,Puce,Male,49
5004,Dodge,Grand Caravan,85994.34,12847.23,141.5,10.3,Serbia,Ruma,Orange,Male,22
5005,Toyota,Celica,75295.6,46941.06,225.3,8.2,Portugal,Castedo,Teal,Female,27
5006,Spyker,C8 Double 12 S,83554.58,25312.41,150.1,6.1,Colombia,San Agustín,Turquoise,Female,69
5007,GMC,Yukon XL 1500,62588.26,37943.73,133.1,11.1,Indonesia,Waitenepang,Khaki,Female,70
5008,Mitsubishi,Mirage,22134.39,17652.88,135.0,5.2,Portugal,Portalegre,Blue,Male,68
5009,Dodge,Ram 3500,49281.63,27870.26,208.2,11.0,Indonesia,Urungpigang,Blue,Female,21
5010,Suzuki,Sidekick,69709.9,3891.35,178.3,7.9,Palestinian Territory,Dayr as Sūdān,Yellow,Female,53
5011,Chevrolet,Caprice,99826.29,20195.92,172.0,9.1,Belize,Placencia,Khaki,Male,24
5012,Mazda,CX-9,65530.34,5422.34,173.6,6.0,Indonesia,Kalahang,Orange,Male,71
5013,Lexus,LX,35786.13,47377.29,158.0,10.0,China,Gongqiao,Aquamarine,Female,50
5014,Ford,Country,10886.07,31442.01,138.5,3.8,Malaysia,Lahad Datu,Indigo,Female,58
5015,Dodge,Stratus,91313.52,5381.5,223.0,13.5,Indonesia,Langnga,Aquamarine,Female,74
5016,Infiniti,Q,70500.78,14152.24,188.3,3.9,Peru,Yungay,Mauv,Male,37
5017,Subaru,Leone,71353.09,8845.61,192.2,10.0,China,Jiujiang,Crimson,Male,48
5018,Jeep,Grand Cherokee,24253.18,6287.82,173.2,10.5,Zimbabwe,Mutoko,Pink,Female,36
5019,Dodge,Ram 2500 Club,25339.97,19068.97,152.2,6.5,United States,Saint Petersburg,Fuscia,Male,37
5020,Pontiac,Firebird,78883.65,10711.17,243.5,11.4,Brazil,Itapemirim,Violet,Male,46
5021,BMW,Z4,48185.83,3666.13,219.7,11.9,South Korea,Hwado,Red,Male,28
5022,Cadillac,Eldorado,92765.43,45074.39,144.8,7.6,Cuba,La Salud,Turquoise,Female,49
5023,Buick,Electra,32466.13,24191.73,157.7,3.5,Brazil,Descalvado,Khaki,Female,62
5024,Mercury,Cougar,69243.18,2491.95,196.3,9.1,China,Shuanglu,Aquamarine,Male,55
5025,Chevrolet,Cobalt,42949.12,30544.3,201.7,6.6,China,Xiaoyang,Yellow,Female,53
5026,Jeep,Patriot,90668.68,39405.01,234.0,2.9,China,Chongkan,Crimson,Female,23
5027,Nissan,Pathfinder,97591.71,24108.62,163.0,3.9,China,Nancha,Turquoise,Female,73
5028,Dodge,Ram 2500,37118.49,34548.94,152.7,11.9,Vietnam,Long Thành,Crimson,Male,73
5029,Toyota,Tundra,33922.04,34708.27,223.6,13.3,Kazakhstan,Dzhetygara,Maroon,Female,64
5030,Dodge,Caravan,33496.43,38577.24,242.3,8.3,Poland,Radzyń Chełmiński,Puce,Male,59
5031,Infiniti,I,82787.98,27935.52,142.0,3.8,Russia,Rostov-na-Donu,Crimson,Male,60
5032,Infiniti,G,98170.13,4667.13,133.2,2.7,United States,Santa Rosa,Crimson,Male,46
5033,Mercedes-Benz,SLS AMG,73884.21,14383.21,236.1,12.1,Portugal,Praia da Vitória,Red,Female,31
5034,Mitsubishi,Montero Sport,93297.45,15292.56,199.6,6.6,China,Jiangqiao,Purple,Male,43
5035,Ford,Crown Victoria,82097.36,32473.8,192.8,4.9,Iran,Khonj,Yellow,Female,59
5036,Volvo,S40,98355.95,40471.62,209.6,14.8,Vietnam,Thủ Thừa,Yellow,Male,27
5037,Kia,Sportage,88601.27,39570.95,207.8,12.4,Colombia,Cimitarra,Teal,Female,22
5038,MINI,Clubman,48440.41,26152.9,155.7,14.2,Sweden,Alingsås,Aquamarine,Female,38
5039,Cadillac,Eldorado,83585.86,23002.48,135.9,8.9,Indonesia,Pamedaran,Goldenrod,Male,32
5040,Suzuki,Grand Vitara,52990.2,18548.13,145.0,9.9,China,Wuluo,Blue,Female,61
5041,Volvo,V70,92304.52,44189.12,124.7,10.4,Czech Republic,Kořenov,Yellow,Female,64
5042,Buick,LeSabre,97940.64,24299.74,197.2,7.6,Philippines,Luisiana,Blue,Female,21
5043,Hyundai,Tucson,56428.8,11137.65,231.8,4.3,Philippines,Saguday,Puce,Male,60
5044,Porsche,Cayenne,19728.5,10440.53,224.8,12.8,Vietnam,Thị Trấn Yên Châu,Yellow,Male,24
